Tier,City,Household Load kWh/year,PV Size kW,Battery Size kWh,PV Yield kWh/kW/year,Annual PV Generation kWh,PV Used by Household kWh,Grid Import kWh,Grid Export kWh,Self Consumption Ratio %,Self Sufficiency Ratio %,Peak Grid Reduction Proxy kWh/year,System Cost EUR,Annual Net Benefit EUR,Payback Years,NPV EUR,LCOE Proxy EUR/kWh,CO2 Savings kg/year,Lifetime CO2 Savings tonnes,CO2 Savings tonnes per EUR,Battery Final Health,Battery Replacement Year
Tier 1,Berlin,3500,3,0,980,2940,1029.0,2471.0,1911.0,35.0,29.4,0.0,3900,504.9,7.72,1713.67,0.088,391.02,5.87,0.001504,,
Tier 1,Berlin,3500,3,3,980,2940,1381.8,2118.2,1558.2,47.0,39.48,379.5,5850,591.24,9.89,723.64,0.133,525.08,7.88,0.001346,0.625,12.0
Tier 1,Berlin,3500,3,5,980,2940,1617.0,1883.0,1323.0,55.0,46.2,632.5,7150,648.8,11.02,63.61,0.162,614.46,9.22,0.001289,0.625,12.0
Tier 1,Berlin,3500,3,8,980,2940,1969.8,1530.2,970.2,67.0,56.28,1012.0,9100,735.14,12.38,-926.43,0.206,748.52,11.23,0.001234,0.625,12.0
Tier 1,Berlin,3500,3,10,980,2940,2058.0,1442.0,882.0,70.0,58.8,1265.0,10400,748.6,13.89,-2076.78,0.236,782.04,11.73,0.001128,0.625,12.0
Tier 1,Berlin,3500,3,12,980,2940,2058.0,1442.0,882.0,70.0,58.8,1518.0,11700,735.6,15.91,-3521.31,0.265,782.04,11.73,0.001003,0.625,12.0
Tier 1,Berlin,3500,5,0,980,4900,1715.0,1785.0,3185.0,35.0,49.0,0.0,6500,841.5,7.72,2856.12,0.088,651.7,9.78,0.001504,,
Tier 1,Berlin,3500,5,3,980,4900,2303.0,1197.0,2597.0,47.0,65.8,379.5,8450,998.4,8.46,2650.6,0.115,875.14,13.13,0.001554,0.625,12.0
Tier 1,Berlin,3500,5,5,980,4900,2695.0,805.0,2205.0,55.0,77.0,632.5,9750,1103.0,8.84,2513.58,0.133,1024.1,15.36,0.001576,0.625,12.0
Tier 1,Berlin,3500,5,8,980,4900,3283.0,217.0,1617.0,67.0,93.8,1012.0,11700,1259.9,9.29,2308.06,0.159,1247.54,18.71,0.001599,0.625,12.0
Tier 1,Berlin,3500,5,10,980,4900,3430.0,70.0,1470.0,70.0,98.0,1265.0,13000,1291.0,10.07,1353.84,0.177,1303.4,19.55,0.001504,0.625,12.0
Tier 1,Berlin,3500,5,12,980,4900,3430.0,70.0,1470.0,70.0,98.0,1518.0,14300,1278.0,11.19,-90.7,0.195,1303.4,19.55,0.001367,0.625,12.0
Tier 1,Berlin,3500,7,0,980,6860,2401.0,1099.0,4459.0,35.0,68.6,0.0,9100,1178.1,7.72,3998.57,0.088,912.38,13.69,0.001504,,
Tier 1,Berlin,3500,7,3,980,6860,3224.2,275.8,3635.8,47.0,92.12,379.5,11050,1405.56,7.86,4577.56,0.107,1225.2,18.38,0.001663,0.625,12.0
Tier 1,Berlin,3500,7,5,980,6860,3500.0,0.0,3360.0,51.02,100.0,632.5,12350,1475.3,8.37,4052.96,0.12,1330.0,19.95,0.001615,0.625,12.0
Tier 1,Berlin,3500,7,8,980,6860,3500.0,0.0,3360.0,51.02,100.0,1012.0,14300,1455.8,9.82,1886.15,0.139,1330.0,19.95,0.001395,0.625,12.0
Tier 1,Berlin,3500,7,10,980,6860,3500.0,0.0,3360.0,51.02,100.0,1265.0,15600,1442.8,10.81,441.61,0.152,1330.0,19.95,0.001279,0.625,12.0
Tier 1,Berlin,3500,7,12,980,6860,3500.0,0.0,3360.0,51.02,100.0,1518.0,16900,1429.8,11.82,-1002.93,0.164,1330.0,19.95,0.00118,0.625,12.0
Tier 1,Berlin,3500,10,0,980,9800,3430.0,70.0,6370.0,35.0,98.0,0.0,13000,1683.0,7.72,5712.25,0.088,1303.4,19.55,0.001504,,
Tier 1,Berlin,3500,10,3,980,9800,3500.0,0.0,6300.0,35.71,100.0,379.5,14950,1684.5,8.88,3778.92,0.102,1330.0,19.95,0.001334,0.625,12.0
Tier 1,Berlin,3500,10,5,980,9800,3500.0,0.0,6300.0,35.71,100.0,632.5,16250,1671.5,9.72,2334.38,0.111,1330.0,19.95,0.001228,0.625,12.0
Tier 1,Berlin,3500,10,8,980,9800,3500.0,0.0,6300.0,35.71,100.0,1012.0,18200,1652.0,11.02,167.58,0.124,1330.0,19.95,0.001096,0.625,12.0
Tier 1,Berlin,3500,10,10,980,9800,3500.0,0.0,6300.0,35.71,100.0,1265.0,19500,1639.0,11.9,-1276.96,0.133,1330.0,19.95,0.001023,0.625,12.0
Tier 1,Berlin,3500,10,12,980,9800,3500.0,0.0,6300.0,35.71,100.0,1518.0,20800,1626.0,12.79,-2721.5,0.141,1330.0,19.95,0.000959,0.625,12.0
Tier 1,Berlin,4200,3,0,980,2940,1029.0,3171.0,1911.0,35.0,24.5,0.0,3900,504.9,7.72,1713.67,0.088,391.02,5.87,0.001504,,
Tier 1,Berlin,4200,3,3,980,2940,1381.8,2818.2,1558.2,47.0,32.9,379.5,5850,591.24,9.89,723.64,0.133,525.08,7.88,0.001346,0.625,12.0
Tier 1,Berlin,4200,3,5,980,2940,1617.0,2583.0,1323.0,55.0,38.5,632.5,7150,648.8,11.02,63.61,0.162,614.46,9.22,0.001289,0.625,12.0
Tier 1,Berlin,4200,3,8,980,2940,1969.8,2230.2,970.2,67.0,46.9,1012.0,9100,735.14,12.38,-926.43,0.206,748.52,11.23,0.001234,0.625,12.0
Tier 1,Berlin,4200,3,10,980,2940,2058.0,2142.0,882.0,70.0,49.0,1265.0,10400,748.6,13.89,-2076.78,0.236,782.04,11.73,0.001128,0.625,12.0
Tier 1,Berlin,4200,3,12,980,2940,2058.0,2142.0,882.0,70.0,49.0,1518.0,11700,735.6,15.91,-3521.31,0.265,782.04,11.73,0.001003,0.625,12.0
Tier 1,Berlin,4200,5,0,980,4900,1715.0,2485.0,3185.0,35.0,40.83,0.0,6500,841.5,7.72,2856.12,0.088,651.7,9.78,0.001504,,
Tier 1,Berlin,4200,5,3,980,4900,2303.0,1897.0,2597.0,47.0,54.83,379.5,8450,998.4,8.46,2650.6,0.115,875.14,13.13,0.001554,0.625,12.0
Tier 1,Berlin,4200,5,5,980,4900,2695.0,1505.0,2205.0,55.0,64.17,632.5,9750,1103.0,8.84,2513.58,0.133,1024.1,15.36,0.001576,0.625,12.0
Tier 1,Berlin,4200,5,8,980,4900,3283.0,917.0,1617.0,67.0,78.17,1012.0,11700,1259.9,9.29,2308.06,0.159,1247.54,18.71,0.001599,0.625,12.0
Tier 1,Berlin,4200,5,10,980,4900,3430.0,770.0,1470.0,70.0,81.67,1265.0,13000,1291.0,10.07,1353.84,0.177,1303.4,19.55,0.001504,0.625,12.0
Tier 1,Berlin,4200,5,12,980,4900,3430.0,770.0,1470.0,70.0,81.67,1518.0,14300,1278.0,11.19,-90.7,0.195,1303.4,19.55,0.001367,0.625,12.0
Tier 1,Berlin,4200,7,0,980,6860,2401.0,1799.0,4459.0,35.0,57.17,0.0,9100,1178.1,7.72,3998.57,0.088,912.38,13.69,0.001504,,
Tier 1,Berlin,4200,7,3,980,6860,3224.2,975.8,3635.8,47.0,76.77,379.5,11050,1405.56,7.86,4577.56,0.107,1225.2,18.38,0.001663,0.625,12.0
Tier 1,Berlin,4200,7,5,980,6860,3773.0,427.0,3087.0,55.0,89.83,632.5,12350,1557.2,7.93,4963.55,0.12,1433.74,21.51,0.001741,0.625,12.0
